condition,speed_cm_s,trial,success,lift_mm,pos_err_mm,ori_err_deg,approach_mm,progress_pct,main_failure,n_attempts
raw_observation,2.0,3,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,4,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,5,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,6,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,7,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,8,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,9,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,10,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,11,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,12,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,13,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,14,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,15,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,16,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,17,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,18,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,19,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,2.0,20,0,-0.010,inf,inf,inf,100.000,lift,1
uncertainty_gated,2.0,1,1,264.048,1.208,2.956,1.249,15.668,none,1
uncertainty_gated,2.0,2,0,39.078,1.058,1.714,1.087,13.878,lift,1
uncertainty_gated,2.0,3,1,70.800,0.830,6.936,17.930,29.801,none,2
uncertainty_gated,2.0,4,1,261.427,1.472,1.386,6.811,17.020,none,1
uncertainty_gated,2.0,5,0,72.653,1.403,3.567,79.292,16.854,approach,1
uncertainty_gated,2.0,6,0,14.575,0.646,4.411,0.778,13.347,lift,1
uncertainty_gated,2.0,7,0,-0.010,inf,inf,inf,56.705,attempt_limit,3
uncertainty_gated,2.0,8,0,33.642,0.181,5.822,0.335,15.190,lift,1
uncertainty_gated,2.0,9,0,-0.010,inf,inf,inf,65.197,attempt_limit,3
uncertainty_gated,2.0,10,0,0.280,inf,inf,inf,55.064,attempt_limit,3
uncertainty_gated,2.0,11,0,-0.010,inf,inf,inf,31.218,attempt_limit,3
uncertainty_gated,2.0,12,0,-0.010,inf,inf,inf,64.613,attempt_limit,3
uncertainty_gated,2.0,13,0,-0.010,inf,inf,inf,35.582,attempt_limit,3
uncertainty_gated,2.0,14,0,47.605,0.547,0.205,0.619,26.321,lift,2
uncertainty_gated,2.0,15,0,250.322,1.736,0.765,20.171,18.575,approach,1
uncertainty_gated,2.0,16,1,74.002,12.891,18.818,13.995,28.103,none,2
uncertainty_gated,2.0,17,1,258.924,1.582,1.880,1.636,15.865,none,1
uncertainty_gated,2.0,18,1,76.103,3.227,17.033,17.140,28.147,none,2
uncertainty_gated,2.0,19,1,260.926,1.523,0.821,18.607,18.273,none,1
uncertainty_gated,2.0,20,1,84.503,4.928,19.148,16.936,28.857,none,2
pd_feedforward,2.0,1,0,-0.010,inf,inf,inf,100.000,lift,1
pd_feedforward,2.0,2,0,-0.010,inf,inf,inf,100.000,lift,1
pd_feedforward,2.0,3,0,-0.010,inf,inf,inf,100.000,lift,1
pd_feedforward,2.0,4,0,-0.010,inf,inf,inf,100.000,lift,1
pd_feedforward,2.0,5,0,-0.010,inf,inf,inf,100.000,lift,1
pd_feedforward,2.0,6,0,-0.010,inf,inf,inf,100.000,lift,1
pd_feedforward,2.0,7,0,-0.010,inf,inf,inf,100.000,lift,1
pd_feedforward,2.0,8,0,-0.010,inf,inf,inf,100.000,lift,1
pd_feedforward,2.0,9,0,-0.010,inf,inf,inf,100.000,lift,1
pd_feedforward,2.0,10,0,-0.010,inf,inf,inf,100.000,lift,1
pd_feedforward,2.0,11,0,-0.010,inf,inf,inf,100.000,lift,1
pd_feedforward,2.0,12,0,-0.010,inf,inf,inf,100.000,lift,1
pd_feedforward,2.0,13,0,-0.010,inf,inf,inf,100.000,lift,1
pd_feedforward,2.0,14,0,-0.010,inf,inf,inf,100.000,lift,1
pd_feedforward,2.0,15,0,-0.010,inf,inf,inf,100.000,lift,1
pd_feedforward,2.0,16,0,-0.010,inf,inf,inf,100.000,lift,1
pd_feedforward,2.0,17,0,-0.010,inf,inf,inf,100.000,lift,1
pd_feedforward,2.0,18,0,-0.010,inf,inf,inf,100.000,lift,1
pd_feedforward,2.0,19,0,-0.010,inf,inf,inf,100.000,lift,1
pd_feedforward,2.0,20,0,-0.010,inf,inf,inf,100.000,lift,1
static_replay,4.0,1,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,2,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,3,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,4,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,5,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,6,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,7,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,8,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,9,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,10,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,11,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,12,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,13,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,14,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,15,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,16,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,17,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,18,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,19,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
static_replay,4.0,20,0,-0.010,inf,inf,inf,100.000,attempt_limit,3
dynamic_tau0,4.0,1,1,111.349,2.195,18.524,2.162,93.056,none,3
dynamic_tau0,4.0,2,0,-0.010,inf,inf,inf,80.705,attempt_limit,3
dynamic_tau0,4.0,3,0,-0.010,inf,inf,inf,88.305,attempt_limit,3
dynamic_tau0,4.0,4,0,-0.010,inf,inf,inf,87.235,attempt_limit,3
dynamic_tau0,4.0,5,1,110.271,2.042,17.927,2.047,95.212,none,3
dynamic_tau0,4.0,6,1,341.986,2.773,2.686,3.093,38.483,none,1
dynamic_tau0,4.0,7,1,105.862,2.041,18.869,1.958,94.952,none,3
dynamic_tau0,4.0,8,1,103.633,2.166,19.759,2.053,95.126,none,3
dynamic_tau0,4.0,9,1,103.633,2.044,19.892,1.960,95.047,none,3
dynamic_tau0,4.0,10,1,102.257,1.613,17.360,1.582,95.323,none,3
dynamic_tau0,4.0,11,1,107.583,1.211,17.703,1.228,94.238,none,3
dynamic_tau0,4.0,12,1,349.541,2.454,6.613,2.495,41.839,none,1
dynamic_tau0,4.0,13,1,101.649,1.201,16.624,1.215,94.652,none,3
dynamic_tau0,4.0,14,1,98.827,1.383,18.485,1.293,94.266,none,3
dynamic_tau0,4.0,15,0,-0.010,inf,inf,inf,85.772,attempt_limit,3
dynamic_tau0,4.0,16,1,122.943,2.178,14.448,2.112,95.276,none,2
dynamic_tau0,4.0,17,1,124.597,2.037,13.729,1.985,95.521,none,2
dynamic_tau0,4.0,18,1,280.630,2.222,8.994,2.245,54.020,none,1
dynamic_tau0,4.0,19,1,127.510,2.538,16.633,2.481,95.004,none,2
dynamic_tau0,4.0,20,1,92.114,1.741,16.997,1.721,92.805,none,3
oracle_pose,4.0,1,1,280.851,2.002,6.529,2.046,100.000,none,1
oracle_pose,4.0,2,1,280.512,2.001,6.114,2.043,100.000,none,1
oracle_pose,4.0,3,1,280.298,1.999,5.696,2.040,100.000,none,1
oracle_pose,4.0,4,1,280.044,1.998,5.275,2.037,100.000,none,1
oracle_pose,4.0,5,1,279.787,1.996,4.850,2.034,100.000,none,1
oracle_pose,4.0,6,1,279.586,1.995,4.424,2.030,100.000,none,1
oracle_pose,4.0,7,1,279.394,1.993,3.994,2.027,100.000,none,1
oracle_pose,4.0,8,1,279.215,1.992,3.558,2.024,100.000,none,1
oracle_pose,4.0,9,1,279.082,1.990,3.114,2.021,100.000,none,1
oracle_pose,4.0,10,1,278.869,1.989,2.667,2.018,100.000,none,1
oracle_pose,4.0,11,1,278.697,1.987,2.218,2.015,100.000,none,1
oracle_pose,4.0,12,1,278.559,1.986,1.766,2.012,100.000,none,1
oracle_pose,4.0,13,1,278.474,1.985,1.310,2.009,100.000,none,1
oracle_pose,4.0,14,1,278.406,1.984,0.854,2.006,100.000,none,1
oracle_pose,4.0,15,1,278.350,1.983,0.400,2.003,100.000,none,1
oracle_pose,4.0,16,1,278.306,1.983,0.053,2.000,100.000,none,1
oracle_pose,4.0,17,1,278.277,1.982,0.506,1.997,100.000,none,1
oracle_pose,4.0,18,1,278.258,1.982,0.957,1.995,100.000,none,1
oracle_pose,4.0,19,1,278.248,1.982,1.407,1.992,100.000,none,1
oracle_pose,4.0,20,1,278.247,1.982,1.857,1.990,100.000,none,1
raw_observation,4.0,1,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,2,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,3,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,4,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,5,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,6,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,7,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,8,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,9,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,10,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,11,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,12,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,13,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,14,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,15,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,16,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,4.0,17,0,-0.010,inf,inf,inf,100.000,lift,1
