condition,speed_cm_s,trial,success,lift_mm,pos_err_mm,ori_err_deg,approach_mm,progress_pct,main_failure,n_attempts
oracle_pose,8.0,7,1,297.857,4.243,7.138,4.111,100.000,none,1
oracle_pose,8.0,8,1,297.590,4.445,8.016,4.263,100.000,none,1
oracle_pose,8.0,9,1,297.103,4.598,8.872,4.437,100.000,none,1
oracle_pose,8.0,10,1,296.177,4.652,9.713,4.543,100.000,none,1
oracle_pose,8.0,11,1,294.162,4.667,10.547,4.615,100.000,none,1
oracle_pose,8.0,12,1,287.569,4.674,11.357,4.636,100.000,none,1
oracle_pose,8.0,13,1,293.879,4.664,12.107,4.641,100.000,none,1
oracle_pose,8.0,14,1,290.476,4.648,12.794,4.636,100.000,none,1
oracle_pose,8.0,15,1,292.217,4.625,13.432,4.619,100.000,none,1
oracle_pose,8.0,16,1,289.435,4.577,14.060,4.668,100.000,none,1
oracle_pose,8.0,17,1,288.273,4.528,14.591,4.628,100.000,none,1
oracle_pose,8.0,18,1,158.108,4.470,15.095,4.567,100.000,none,1
oracle_pose,8.0,19,1,285.884,2.116,15.143,4.524,100.000,none,1
oracle_pose,8.0,20,1,287.809,3.866,14.562,4.121,100.000,none,1
raw_observation,8.0,1,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,8.0,2,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,8.0,3,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,8.0,4,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,8.0,5,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,8.0,6,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,8.0,7,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,8.0,8,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,8.0,9,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,8.0,10,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,8.0,11,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,8.0,12,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,8.0,13,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,8.0,14,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,8.0,15,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,8.0,16,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,8.0,17,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,8.0,18,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,8.0,19,0,-0.010,inf,inf,inf,100.000,lift,1
raw_observation,8.0,20,0,-0.010,inf,inf,inf,100.000,lift,1
uncertainty_gated,8.0,1,0,-0.010,inf,inf,inf,84.127,attempt_limit,3
uncertainty_gated,8.0,2,0,326.485,3.900,3.135,22.035,38.339,approach,3
uncertainty_gated,8.0,3,0,104.651,0.862,16.653,33.295,28.484,approach,2
uncertainty_gated,8.0,4,0,288.419,1.084,17.133,34.139,29.231,approach,2
uncertainty_gated,8.0,5,0,287.616,1.156,18.132,34.303,29.084,approach,2
uncertainty_gated,8.0,6,0,-0.010,inf,inf,inf,83.869,attempt_limit,3
uncertainty_gated,8.0,7,0,-0.010,inf,inf,inf,85.999,attempt_limit,3
uncertainty_gated,8.0,8,0,-0.010,inf,inf,inf,90.711,attempt_limit,3
uncertainty_gated,8.0,9,1,322.605,3.740,17.625,8.279,16.299,none,1
uncertainty_gated,8.0,10,0,-0.010,inf,inf,inf,80.217,attempt_limit,3
uncertainty_gated,8.0,11,0,319.634,4.330,19.863,69.911,18.279,approach,1
uncertainty_gated,8.0,12,1,316.679,2.198,10.797,9.887,27.634,none,2
uncertainty_gated,8.0,13,1,336.935,3.686,5.667,3.980,26.764,none,2
uncertainty_gated,8.0,14,1,339.063,3.819,0.473,7.671,27.682,none,2
uncertainty_gated,8.0,15,0,331.286,3.843,0.253,24.774,28.117,approach,2
uncertainty_gated,8.0,16,0,328.298,3.523,16.522,22.380,17.674,approach,1
uncertainty_gated,8.0,17,1,332.535,3.662,1.148,3.715,26.275,none,2
uncertainty_gated,8.0,18,0,-0.190,inf,inf,inf,82.577,attempt_limit,3
uncertainty_gated,8.0,19,1,324.549,3.317,16.080,3.349,16.088,none,1
uncertainty_gated,8.0,20,1,59.566,0.323,11.730,11.714,38.016,none,3
